date,season,year,month,holiday,weekday,workingday,weather_situation,temperature,humidity,casual,registered,total,Usage_Category,month_group
2011-07-12,Fall,0,Jul,0,Tue,1,Clear/Partly Cloudy,0.794167,0.559167,662,3596,4258,Very High,Q3 (Jul-Sep)
2011-07-13,Fall,0,Jul,0,Wed,1,Clear/Partly Cloudy,0.746667,0.631667,748,3594,4342,Very High,Q3 (Jul-Sep)
2011-07-14,Fall,0,Jul,0,Thu,1,Clear/Partly Cloudy,0.680833,0.47625,888,4196,5084,Very High,Q3 (Jul-Sep)
2011-07-15,Fall,0,Jul,0,Fri,1,Clear/Partly Cloudy,0.663333,0.59125,1318,4220,5538,Very High,Q3 (Jul-Sep)
2011-07-16,Fall,0,Jul,0,Sat,0,Clear/Partly Cloudy,0.686667,0.585,2418,3505,5923,Very High,Q3 (Jul-Sep)
2011-07-17,Fall,0,Jul,0,Sun,0,Clear/Partly Cloudy,0.719167,0.604167,2006,3296,5302,Very High,Q3 (Jul-Sep)
2011-07-18,Fall,0,Jul,0,Mon,1,Clear/Partly Cloudy,0.746667,0.65125,841,3617,4458,Very High,Q3 (Jul-Sep)
2011-07-19,Fall,0,Jul,0,Tue,1,Clear/Partly Cloudy,0.776667,0.650417,752,3789,4541,Very High,Q3 (Jul-Sep)
2011-07-20,Fall,0,Jul,0,Wed,1,Clear/Partly Cloudy,0.768333,0.707083,644,3688,4332,Very High,Q3 (Jul-Sep)
2011-07-21,Fall,0,Jul,0,Thu,1,Misty/Cloudy,0.815,0.69125,632,3152,3784,Very High,Q3 (Jul-Sep)
2011-07-22,Fall,0,Jul,0,Fri,1,Clear/Partly Cloudy,0.848333,0.580417,562,2825,3387,Very High,Q3 (Jul-Sep)
2011-07-23,Fall,0,Jul,0,Sat,0,Clear/Partly Cloudy,0.849167,0.5,987,2298,3285,Very High,Q3 (Jul-Sep)
2011-07-24,Fall,0,Jul,0,Sun,0,Clear/Partly Cloudy,0.83,0.550833,1050,2556,3606,Very High,Q3 (Jul-Sep)
2011-07-25,Fall,0,Jul,0,Mon,1,Clear/Partly Cloudy,0.743333,0.757083,568,3272,3840,Very High,Q3 (Jul-Sep)
2011-07-26,Fall,0,Jul,0,Tue,1,Clear/Partly Cloudy,0.771667,0.540833,750,3840,4590,Very High,Q3 (Jul-Sep)
2011-07-27,Fall,0,Jul,0,Wed,1,Clear/Partly Cloudy,0.775,0.402917,755,3901,4656,Very High,Q3 (Jul-Sep)
2011-07-28,Fall,0,Jul,0,Thu,1,Clear/Partly Cloudy,0.779167,0.583333,606,3784,4390,Very High,Q3 (Jul-Sep)
2011-07-29,Fall,0,Jul,0,Fri,1,Clear/Partly Cloudy,0.838333,0.5425,670,3176,3846,Very High,Q3 (Jul-Sep)
2011-07-30,Fall,0,Jul,0,Sat,0,Clear/Partly Cloudy,0.804167,0.465833,1559,2916,4475,Very High,Q3 (Jul-Sep)
2011-07-31,Fall,0,Jul,0,Sun,0,Clear/Partly Cloudy,0.805833,0.480833,1524,2778,4302,Very High,Q3 (Jul-Sep)
2011-08-01,Fall,0,Aug,0,Mon,1,Clear/Partly Cloudy,0.771667,0.550833,729,3537,4266,Very High,Q3 (Jul-Sep)
2011-08-02,Fall,0,Aug,0,Tue,1,Clear/Partly Cloudy,0.783333,0.49125,801,4044,4845,Very High,Q3 (Jul-Sep)
2011-08-03,Fall,0,Aug,0,Wed,1,Misty/Cloudy,0.731667,0.6575,467,3107,3574,Very High,Q3 (Jul-Sep)
2011-08-04,Fall,0,Aug,0,Thu,1,Misty/Cloudy,0.71,0.7575,799,3777,4576,Very High,Q3 (Jul-Sep)
2011-08-05,Fall,0,Aug,0,Fri,1,Clear/Partly Cloudy,0.710833,0.630833,1023,3843,4866,Very High,Q3 (Jul-Sep)
2011-08-06,Fall,0,Aug,0,Sat,0,Misty/Cloudy,0.716667,0.755,1521,2773,4294,Very High,Q3 (Jul-Sep)
2011-08-07,Fall,0,Aug,0,Sun,0,Clear/Partly Cloudy,0.7425,0.752917,1298,2487,3785,Very High,Q3 (Jul-Sep)
2011-08-08,Fall,0,Aug,0,Mon,1,Clear/Partly Cloudy,0.765,0.592083,846,3480,4326,Very High,Q3 (Jul-Sep)
2011-08-09,Fall,0,Aug,0,Tue,1,Clear/Partly Cloudy,0.775,0.570417,907,3695,4602,Very High,Q3 (Jul-Sep)
2011-08-10,Fall,0,Aug,0,Wed,1,Clear/Partly Cloudy,0.766667,0.424167,884,3896,4780,Very High,Q3 (Jul-Sep)
2011-08-11,Fall,0,Aug,0,Thu,1,Clear/Partly Cloudy,0.7175,0.42375,812,3980,4792,Very High,Q3 (Jul-Sep)
2011-08-12,Fall,0,Aug,0,Fri,1,Clear/Partly Cloudy,0.708333,0.415,1051,3854,4905,Very High,Q3 (Jul-Sep)
2011-08-13,Fall,0,Aug,0,Sat,0,Misty/Cloudy,0.685833,0.729583,1504,2646,4150,Very High,Q3 (Jul-Sep)
2011-08-14,Fall,0,Aug,0,Sun,0,Misty/Cloudy,0.676667,0.8175,1338,2482,3820,Very High,Q3 (Jul-Sep)
2011-08-15,Fall,0,Aug,0,Mon,1,Clear/Partly Cloudy,0.665833,0.712083,775,3563,4338,Very High,Q3 (Jul-Sep)
2011-08-16,Fall,0,Aug,0,Tue,1,Clear/Partly Cloudy,0.700833,0.578333,721,4004,4725,Very High,Q3 (Jul-Sep)
2011-08-17,Fall,0,Aug,0,Wed,1,Clear/Partly Cloudy,0.723333,0.575417,668,4026,4694,Very High,Q3 (Jul-Sep)
2011-08-18,Fall,0,Aug,0,Thu,1,Clear/Partly Cloudy,0.711667,0.654583,639,3166,3805,Very High,Q3 (Jul-Sep)
2011-08-19,Fall,0,Aug,0,Fri,1,Misty/Cloudy,0.685,0.722917,797,3356,4153,Very High,Q3 (Jul-Sep)
2011-08-20,Fall,0,Aug,0,Sat,0,Clear/Partly Cloudy,0.6975,0.674167,1914,3277,5191,Very High,Q3 (Jul-Sep)
2011-08-21,Fall,0,Aug,0,Sun,0,Clear/Partly Cloudy,0.710833,0.77,1249,2624,3873,Very High,Q3 (Jul-Sep)
2011-08-22,Fall,0,Aug,0,Mon,1,Clear/Partly Cloudy,0.691667,0.47,833,3925,4758,Very High,Q3 (Jul-Sep)
2011-08-23,Fall,0,Aug,0,Tue,1,Clear/Partly Cloudy,0.640833,0.455417,1281,4614,5895,Very High,Q3 (Jul-Sep)
2011-08-24,Fall,0,Aug,0,Wed,1,Clear/Partly Cloudy,0.673333,0.605,949,4181,5130,Very High,Q3 (Jul-Sep)
2011-08-25,Fall,0,Aug,0,Thu,1,Misty/Cloudy,0.684167,0.771667,435,3107,3542,Very High,Q3 (Jul-Sep)
2011-08-26,Fall,0,Aug,0,Fri,1,Clear/Partly Cloudy,0.7,0.76125,768,3893,4661,Very High,Q3 (Jul-Sep)
2011-08-27,Fall,0,Aug,0,Sat,0,Misty/Cloudy,0.68,0.85,226,889,1115,Very High,Q3 (Jul-Sep)
2011-08-28,Fall,0,Aug,0,Sun,0,Clear/Partly Cloudy,0.707059,0.561765,1415,2919,4334,Very High,Q3 (Jul-Sep)
2011-08-29,Fall,0,Aug,0,Mon,1,Clear/Partly Cloudy,0.636667,0.554583,729,3905,4634,Very High,Q3 (Jul-Sep)
2011-08-30,Fall,0,Aug,0,Tue,1,Clear/Partly Cloudy,0.639167,0.548333,775,4429,5204,Very High,Q3 (Jul-Sep)
2011-08-31,Fall,0,Aug,0,Wed,1,Clear/Partly Cloudy,0.656667,0.597917,688,4370,5058,Very High,Q3 (Jul-Sep)
2011-09-01,Fall,0,Sep,0,Thu,1,Clear/Partly Cloudy,0.655,0.639167,783,4332,5115,Very High,Q3 (Jul-Sep)
2011-09-02,Fall,0,Sep,0,Fri,1,Misty/Cloudy,0.643333,0.727083,875,3852,4727,Very High,Q3 (Jul-Sep)
2011-09-03,Fall,0,Sep,0,Sat,0,Clear/Partly Cloudy,0.669167,0.716667,1935,2549,4484,Very High,Q3 (Jul-Sep)
2011-09-04,Fall,0,Sep,0,Sun,0,Clear/Partly Cloudy,0.709167,0.742083,2521,2419,4940,Very High,Q3 (Jul-Sep)
2011-09-05,Fall,0,Sep,1,Mon,0,Misty/Cloudy,0.673333,0.790417,1236,2115,3351,Very High,Q3 (Jul-Sep)
2011-09-06,Fall,0,Sep,0,Tue,1,Light Snow/Rain,0.54,0.886957,204,2506,2710,Very High,Q3 (Jul-Sep)
2011-09-07,Fall,0,Sep,0,Wed,1,Light Snow/Rain,0.599167,0.917083,118,1878,1996,Very High,Q3 (Jul-Sep)
2011-09-08,Fall,0,Sep,0,Thu,1,Light Snow/Rain,0.633913,0.939565,153,1689,1842,Very High,Q3 (Jul-Sep)
2011-09-09,Fall,0,Sep,0,Fri,1,Misty/Cloudy,0.65,0.897917,417,3127,3544,Very High,Q3 (Jul-Sep)
2011-09-10,Fall,0,Sep,0,Sat,0,Clear/Partly Cloudy,0.66,0.75375,1750,3595,5345,Very High,Q3 (Jul-Sep)
2011-09-11,Fall,0,Sep,0,Sun,0,Clear/Partly Cloudy,0.653333,0.71375,1633,3413,5046,Very High,Q3 (Jul-Sep)
2011-09-12,Fall,0,Sep,0,Mon,1,Clear/Partly Cloudy,0.644348,0.692174,690,4023,4713,Very High,Q3 (Jul-Sep)
2011-09-13,Fall,0,Sep,0,Tue,1,Clear/Partly Cloudy,0.650833,0.7125,701,4062,4763,Very High,Q3 (Jul-Sep)
2011-09-14,Fall,0,Sep,0,Wed,1,Clear/Partly Cloudy,0.673333,0.697083,647,4138,4785,Very High,Q3 (Jul-Sep)
2011-09-15,Fall,0,Sep,0,Thu,1,Misty/Cloudy,0.5775,0.709167,428,3231,3659,Very High,Q3 (Jul-Sep)
2011-09-16,Fall,0,Sep,0,Fri,1,Misty/Cloudy,0.469167,0.590417,742,4018,4760,Very High,Q3 (Jul-Sep)
2011-09-17,Fall,0,Sep,0,Sat,0,Misty/Cloudy,0.491667,0.718333,1434,3077,4511,Very High,Q3 (Jul-Sep)
2011-09-18,Fall,0,Sep,0,Sun,0,Clear/Partly Cloudy,0.5075,0.695,1353,2921,4274,Very High,Q3 (Jul-Sep)
2011-09-19,Fall,0,Sep,0,Mon,1,Misty/Cloudy,0.549167,0.69,691,3848,4539,Very High,Q3 (Jul-Sep)
2011-09-20,Fall,0,Sep,0,Tue,1,Misty/Cloudy,0.561667,0.88125,438,3203,3641,Very High,Q3 (Jul-Sep)
2011-09-21,Fall,0,Sep,0,Wed,1,Misty/Cloudy,0.595,0.9,539,3813,4352,Very High,Q3 (Jul-Sep)
2011-09-22,Fall,0,Sep,0,Thu,1,Misty/Cloudy,0.628333,0.902083,555,4240,4795,Very High,Q3 (Jul-Sep)
2011-09-23,Winter,0,Sep,0,Fri,1,Misty/Cloudy,0.609167,0.9725,258,2137,2395,Very High,Q3 (Jul-Sep)
2011-09-24,Winter,0,Sep,0,Sat,0,Misty/Cloudy,0.606667,0.8625,1776,3647,5423,Very High,Q3 (Jul-Sep)
2011-09-25,Winter,0,Sep,0,Sun,0,Misty/Cloudy,0.634167,0.845,1544,3466,5010,Very High,Q3 (Jul-Sep)
2011-09-26,Winter,0,Sep,0,Mon,1,Misty/Cloudy,0.649167,0.848333,684,3946,4630,Very High,Q3 (Jul-Sep)
2011-09-27,Winter,0,Sep,0,Tue,1,Misty/Cloudy,0.636667,0.885417,477,3643,4120,Very High,Q3 (Jul-Sep)
2011-09-28,Winter,0,Sep,0,Wed,1,Misty/Cloudy,0.635,0.84875,480,3427,3907,Very High,Q3 (Jul-Sep)
2011-09-29,Winter,0,Sep,0,Thu,1,Clear/Partly Cloudy,0.616667,0.699167,653,4186,4839,Very High,Q3 (Jul-Sep)
2011-09-30,Winter,0,Sep,0,Fri,1,Clear/Partly Cloudy,0.564167,0.6475,830,4372,5202,Very High,Q3 (Jul-Sep)
2011-10-01,Winter,0,Oct,0,Sat,0,Misty/Cloudy,0.41,0.75375,480,1949,2429,Very High,Q4 (Oct-Dec)
2011-10-02,Winter,0,Oct,0,Sun,0,Misty/Cloudy,0.356667,0.791667,616,2302,2918,Very High,Q4 (Oct-Dec)
2011-10-03,Winter,0,Oct,0,Mon,1,Misty/Cloudy,0.384167,0.760833,330,3240,3570,Very High,Q4 (Oct-Dec)
2011-10-04,Winter,0,Oct,0,Tue,1,Clear/Partly Cloudy,0.484167,0.71,486,3970,4456,Very High,Q4 (Oct-Dec)
2011-10-05,Winter,0,Oct,0,Wed,1,Clear/Partly Cloudy,0.538333,0.647917,559,4267,4826,Very High,Q4 (Oct-Dec)
2011-10-06,Winter,0,Oct,0,Thu,1,Clear/Partly Cloudy,0.494167,0.620833,639,4126,4765,Very High,Q4 (Oct-Dec)
2011-10-07,Winter,0,Oct,0,Fri,1,Clear/Partly Cloudy,0.510833,0.684167,949,4036,4985,Very High,Q4 (Oct-Dec)
2011-10-08,Winter,0,Oct,0,Sat,0,Clear/Partly Cloudy,0.521667,0.70125,2235,3174,5409,Very High,Q4 (Oct-Dec)
2011-10-09,Winter,0,Oct,0,Sun,0,Clear/Partly Cloudy,0.540833,0.7275,2397,3114,5511,Very High,Q4 (Oct-Dec)
2011-10-10,Winter,0,Oct,1,Mon,0,Clear/Partly Cloudy,0.570833,0.73375,1514,3603,5117,Very High,Q4 (Oct-Dec)
2011-10-11,Winter,0,Oct,0,Tue,1,Misty/Cloudy,0.566667,0.80875,667,3896,4563,Very High,Q4 (Oct-Dec)
2011-10-12,Winter,0,Oct,0,Wed,1,Light Snow/Rain,0.543333,0.90625,217,2199,2416,Very High,Q4 (Oct-Dec)
2011-10-13,Winter,0,Oct,0,Thu,1,Misty/Cloudy,0.589167,0.896667,290,2623,2913,Very High,Q4 (Oct-Dec)
2011-10-14,Winter,0,Oct,0,Fri,1,Misty/Cloudy,0.550833,0.71625,529,3115,3644,Very High,Q4 (Oct-Dec)
2011-10-15,Winter,0,Oct,0,Sat,0,Clear/Partly Cloudy,0.506667,0.483333,1899,3318,5217,Very High,Q4 (Oct-Dec)
2011-10-16,Winter,0,Oct,0,Sun,0,Clear/Partly Cloudy,0.511667,0.486667,1748,3293,5041,Very High,Q4 (Oct-Dec)
2011-10-17,Winter,0,Oct,0,Mon,1,Clear/Partly Cloudy,0.534167,0.579583,713,3857,4570,Very High,Q4 (Oct-Dec)
2011-10-18,Winter,0,Oct,0,Tue,1,Misty/Cloudy,0.5325,0.701667,637,4111,4748,Very High,Q4 (Oct-Dec)
2011-10-19,Winter,0,Oct,0,Wed,1,Light Snow/Rain,0.541739,0.895217,254,2170,2424,Very High,Q4 (Oct-Dec)
2011-10-20,Winter,0,Oct,0,Thu,1,Clear/Partly Cloudy,0.475833,0.63625,471,3724,4195,Very High,Q4 (Oct-Dec)
2011-10-21,Winter,0,Oct,0,Fri,1,Clear/Partly Cloudy,0.4275,0.574167,676,3628,4304,Very High,Q4 (Oct-Dec)
2011-10-22,Winter,0,Oct,0,Sat,0,Clear/Partly Cloudy,0.4225,0.629167,1499,2809,4308,Very High,Q4 (Oct-Dec)
2011-10-23,Winter,0,Oct,0,Sun,0,Clear/Partly Cloudy,0.421667,0.74125,1619,2762,4381,Very High,Q4 (Oct-Dec)
2011-10-24,Winter,0,Oct,0,Mon,1,Clear/Partly Cloudy,0.463333,0.772083,699,3488,4187,Very High,Q4 (Oct-Dec)
2011-10-25,Winter,0,Oct,0,Tue,1,Clear/Partly Cloudy,0.471667,0.622917,695,3992,4687,Very High,Q4 (Oct-Dec)
2011-10-26,Winter,0,Oct,0,Wed,1,Misty/Cloudy,0.484167,0.720417,404,3490,3894,Very High,Q4 (Oct-Dec)
2011-10-27,Winter,0,Oct,0,Thu,1,Misty/Cloudy,0.47,0.812917,240,2419,2659,Very High,Q4 (Oct-Dec)
2011-10-28,Winter,0,Oct,0,Fri,1,Misty/Cloudy,0.330833,0.585833,456,3291,3747,Very High,Q4 (Oct-Dec)
2011-10-29,Winter,0,Oct,0,Sat,0,Light Snow/Rain,0.254167,0.8825,57,570,627,Very High,Q4 (Oct-Dec)
2011-10-30,Winter,0,Oct,0,Sun,0,Clear/Partly Cloudy,0.319167,0.62375,885,2446,3331,Very High,Q4 (Oct-Dec)
2011-10-31,Winter,0,Oct,0,Mon,1,Clear/Partly Cloudy,0.34,0.703333,362,3307,3669,Very High,Q4 (Oct-Dec)
2011-11-01,Winter,0,Nov,0,Tue,1,Clear/Partly Cloudy,0.400833,0.68375,410,3658,4068,Very High,Q4 (Oct-Dec)
2011-11-02,Winter,0,Nov,0,Wed,1,Clear/Partly Cloudy,0.3775,0.71875,370,3816,4186,Very High,Q4 (Oct-Dec)
2011-11-03,Winter,0,Nov,0,Thu,1,Clear/Partly Cloudy,0.408333,0.702083,318,3656,3974,Very High,Q4 (Oct-Dec)
2011-11-04,Winter,0,Nov,0,Fri,1,Misty/Cloudy,0.403333,0.6225,470,3576,4046,Very High,Q4 (Oct-Dec)
2011-11-05,Winter,0,Nov,0,Sat,0,Clear/Partly Cloudy,0.326667,0.519167,1156,2770,3926,Very High,Q4 (Oct-Dec)
2011-11-06,Winter,0,Nov,0,Sun,0,Clear/Partly Cloudy,0.348333,0.734583,952,2697,3649,Very High,Q4 (Oct-Dec)
2011-11-07,Winter,0,Nov,0,Mon,1,Clear/Partly Cloudy,0.395,0.75875,373,3662,4035,Very High,Q4 (Oct-Dec)
2011-11-08,Winter,0,Nov,0,Tue,1,Clear/Partly Cloudy,0.408333,0.721667,376,3829,4205,Very High,Q4 (Oct-Dec)
2011-11-09,Winter,0,Nov,0,Wed,1,Clear/Partly Cloudy,0.4,0.758333,305,3804,4109,Very High,Q4 (Oct-Dec)
2011-11-10,Winter,0,Nov,0,Thu,1,Misty/Cloudy,0.38,0.813333,190,2743,2933,Very High,Q4 (Oct-Dec)
2011-11-11,Winter,0,Nov,1,Fri,0,Clear/Partly Cloudy,0.324167,0.44625,440,2928,3368,Very High,Q4 (Oct-Dec)
2011-11-12,Winter,0,Nov,0,Sat,0,Clear/Partly Cloudy,0.356667,0.552917,1275,2792,4067,Very High,Q4 (Oct-Dec)
2011-11-13,Winter,0,Nov,0,Sun,0,Clear/Partly Cloudy,0.440833,0.458333,1004,2713,3717,Very High,Q4 (Oct-Dec)
2011-11-14,Winter,0,Nov,0,Mon,1,Clear/Partly Cloudy,0.53,0.587083,595,3891,4486,Very High,Q4 (Oct-Dec)
2011-11-15,Winter,0,Nov,0,Tue,1,Misty/Cloudy,0.53,0.68875,449,3746,4195,Very High,Q4 (Oct-Dec)
2011-11-16,Winter,0,Nov,0,Wed,1,Light Snow/Rain,0.456667,0.93,145,1672,1817,Very High,Q4 (Oct-Dec)
2011-11-17,Winter,0,Nov,0,Thu,1,Misty/Cloudy,0.341667,0.575833,139,2914,3053,Very High,Q4 (Oct-Dec)
2011-11-18,Winter,0,Nov,0,Fri,1,Clear/Partly Cloudy,0.274167,0.41,245,3147,3392,Very High,Q4 (Oct-Dec)
2011-11-19,Winter,0,Nov,0,Sat,0,Clear/Partly Cloudy,0.329167,0.502083,943,2720,3663,Very High,Q4 (Oct-Dec)
2011-11-20,Winter,0,Nov,0,Sun,0,Misty/Cloudy,0.463333,0.684583,787,2733,3520,Very High,Q4 (Oct-Dec)
2011-11-21,Winter,0,Nov,0,Mon,1,Light Snow/Rain,0.4475,0.91,220,2545,2765,Very High,Q4 (Oct-Dec)
2011-11-22,Winter,0,Nov,0,Tue,1,Light Snow/Rain,0.416667,0.9625,69,1538,1607,Very High,Q4 (Oct-Dec)
2011-11-23,Winter,0,Nov,0,Wed,1,Misty/Cloudy,0.440833,0.757917,112,2454,2566,Very High,Q4 (Oct-Dec)
2011-11-24,Winter,0,Nov,1,Thu,0,Clear/Partly Cloudy,0.373333,0.549167,560,935,1495,Very High,Q4 (Oct-Dec)
2011-11-25,Winter,0,Nov,0,Fri,1,Clear/Partly Cloudy,0.375,0.64375,1095,1697,2792,Very High,Q4 (Oct-Dec)
2011-11-26,Winter,0,Nov,0,Sat,0,Clear/Partly Cloudy,0.375833,0.681667,1249,1819,3068,Very High,Q4 (Oct-Dec)
2011-11-27,Winter,0,Nov,0,Sun,0,Clear/Partly Cloudy,0.459167,0.698333,810,2261,3071,Very High,Q4 (Oct-Dec)
2011-11-28,Winter,0,Nov,0,Mon,1,Clear/Partly Cloudy,0.503478,0.743043,253,3614,3867,Very High,Q4 (Oct-Dec)
2011-11-29,Winter,0,Nov,0,Tue,1,Misty/Cloudy,0.458333,0.830833,96,2818,2914,Very High,Q4 (Oct-Dec)
2011-11-30,Winter,0,Nov,0,Wed,1,Clear/Partly Cloudy,0.325,0.613333,188,3425,3613,Very High,Q4 (Oct-Dec)
2011-12-01,Winter,0,Dec,0,Thu,1,Clear/Partly Cloudy,0.3125,0.524583,182,3545,3727,Very High,Q4 (Oct-Dec)
2011-12-02,Winter,0,Dec,0,Fri,1,Clear/Partly Cloudy,0.314167,0.625833,268,3672,3940,Very High,Q4 (Oct-Dec)
2011-12-03,Winter,0,Dec,0,Sat,0,Clear/Partly Cloudy,0.299167,0.612917,706,2908,3614,Very High,Q4 (Oct-Dec)
2011-12-04,Winter,0,Dec,0,Sun,0,Clear/Partly Cloudy,0.330833,0.775833,634,2851,3485,Very High,Q4 (Oct-Dec)
2011-12-05,Winter,0,Dec,0,Mon,1,Misty/Cloudy,0.385833,0.827083,233,3578,3811,Very High,Q4 (Oct-Dec)
2011-12-06,Winter,0,Dec,0,Tue,1,Light Snow/Rain,0.4625,0.949583,126,2468,2594,Very High,Q4 (Oct-Dec)
2011-12-07,Winter,0,Dec,0,Wed,1,Light Snow/Rain,0.41,0.970417,50,655,705,Very High,Q4 (Oct-Dec)
2011-12-08,Winter,0,Dec,0,Thu,1,Clear/Partly Cloudy,0.265833,0.58,150,3172,3322,Very High,Q4 (Oct-Dec)
2011-12-09,Winter,0,Dec,0,Fri,1,Clear/Partly Cloudy,0.290833,0.695833,261,3359,3620,Very High,Q4 (Oct-Dec)
2011-12-10,Winter,0,Dec,0,Sat,0,Clear/Partly Cloudy,0.275,0.5075,502,2688,3190,Very High,Q4 (Oct-Dec)
2011-12-11,Winter,0,Dec,0,Sun,0,Clear/Partly Cloudy,0.220833,0.49,377,2366,2743,Very High,Q4 (Oct-Dec)
2011-12-12,Winter,0,Dec,0,Mon,1,Clear/Partly Cloudy,0.238333,0.670833,143,3167,3310,Very High,Q4 (Oct-Dec)
2011-12-13,Winter,0,Dec,0,Tue,1,Clear/Partly Cloudy,0.2825,0.59,155,3368,3523,Very High,Q4 (Oct-Dec)
2011-12-14,Winter,0,Dec,0,Wed,1,Misty/Cloudy,0.3175,0.66375,178,3562,3740,Very High,Q4 (Oct-Dec)
2011-12-15,Winter,0,Dec,0,Thu,1,Misty/Cloudy,0.4225,0.634167,181,3528,3709,Very High,Q4 (Oct-Dec)
2011-12-16,Winter,0,Dec,0,Fri,1,Misty/Cloudy,0.375,0.500417,178,3399,3577,Very High,Q4 (Oct-Dec)
2011-12-17,Winter,0,Dec,0,Sat,0,Misty/Cloudy,0.258333,0.560833,275,2464,2739,Very High,Q4 (Oct-Dec)
2011-12-18,Winter,0,Dec,0,Sun,0,Clear/Partly Cloudy,0.238333,0.58625,220,2211,2431,Very High,Q4 (Oct-Dec)
2011-12-19,Winter,0,Dec,0,Mon,1,Clear/Partly Cloudy,0.276667,0.6375,260,3143,3403,Very High,Q4 (Oct-Dec)
2011-12-20,Winter,0,Dec,0,Tue,1,Misty/Cloudy,0.385833,0.595417,216,3534,3750,Very High,Q4 (Oct-Dec)
2011-12-21,Spring,0,Dec,0,Wed,1,Misty/Cloudy,0.428333,0.858333,107,2553,2660,Very High,Q4 (Oct-Dec)
2011-12-22,Spring,0,Dec,0,Thu,1,Misty/Cloudy,0.423333,0.7575,227,2841,3068,Very High,Q4 (Oct-Dec)
2011-12-23,Spring,0,Dec,0,Fri,1,Clear/Partly Cloudy,0.373333,0.68625,163,2046,2209,Very High,Q4 (Oct-Dec)
2011-12-24,Spring,0,Dec,0,Sat,0,Clear/Partly Cloudy,0.3025,0.5425,155,856,1011,Very High,Q4 (Oct-Dec)
2011-12-25,Spring,0,Dec,0,Sun,0,Clear/Partly Cloudy,0.274783,0.681304,303,451,754,Very High,Q4 (Oct-Dec)
2011-12-26,Spring,0,Dec,1,Mon,0,Clear/Partly Cloudy,0.321739,0.506957,430,887,1317,Very High,Q4 (Oct-Dec)
2011-12-27,Spring,0,Dec,0,Tue,1,Misty/Cloudy,0.325,0.7625,103,1059,1162,Very High,Q4 (Oct-Dec)
2011-12-28,Spring,0,Dec,0,Wed,1,Clear/Partly Cloudy,0.29913,0.503913,255,2047,2302,Very High,Q4 (Oct-Dec)
2011-12-29,Spring,0,Dec,0,Thu,1,Clear/Partly Cloudy,0.248333,0.574167,254,2169,2423,Very High,Q4 (Oct-Dec)
2011-12-30,Spring,0,Dec,0,Fri,1,Clear/Partly Cloudy,0.311667,0.636667,491,2508,2999,Very High,Q4 (Oct-Dec)
2011-12-31,Spring,0,Dec,0,Sat,0,Clear/Partly Cloudy,0.41,0.615833,665,1820,2485,Very High,Q4 (Oct-Dec)
2012-01-01,Spring,1,Jan,0,Sun,0,Clear/Partly Cloudy,0.37,0.6925,686,1608,2294,Very High,Q1 (Jan-Mar)
2012-01-02,Spring,1,Jan,1,Mon,0,Clear/Partly Cloudy,0.273043,0.381304,244,1707,1951,Very High,Q1 (Jan-Mar)
2012-01-03,Spring,1,Jan,0,Tue,1,Clear/Partly Cloudy,0.15,0.44125,89,2147,2236,Very High,Q1 (Jan-Mar)
2012-01-04,Spring,1,Jan,0,Wed,1,Misty/Cloudy,0.1075,0.414583,95,2273,2368,Very High,Q1 (Jan-Mar)
2012-01-05,Spring,1,Jan,0,Thu,1,Clear/Partly Cloudy,0.265833,0.524167,140,3132,3272,Very High,Q1 (Jan-Mar)
2012-01-06,Spring,1,Jan,0,Fri,1,Clear/Partly Cloudy,0.334167,0.542083,307,3791,4098,Very High,Q1 (Jan-Mar)
2012-01-07,Spring,1,Jan,0,Sat,0,Clear/Partly Cloudy,0.393333,0.531667,1070,3451,4521,Very High,Q1 (Jan-Mar)
2012-01-08,Spring,1,Jan,0,Sun,0,Clear/Partly Cloudy,0.3375,0.465,599,2826,3425,Very High,Q1 (Jan-Mar)
2012-01-09,Spring,1,Jan,0,Mon,1,Misty/Cloudy,0.224167,0.701667,106,2270,2376,Very High,Q1 (Jan-Mar)
2012-01-10,Spring,1,Jan,0,Tue,1,Clear/Partly Cloudy,0.308696,0.646522,173,3425,3598,Very High,Q1 (Jan-Mar)
2012-01-11,Spring,1,Jan,0,Wed,1,Misty/Cloudy,0.274167,0.8475,92,2085,2177,Very High,Q1 (Jan-Mar)
2012-01-12,Spring,1,Jan,0,Thu,1,Misty/Cloudy,0.3825,0.802917,269,3828,4097,Very High,Q1 (Jan-Mar)
2012-01-13,Spring,1,Jan,0,Fri,1,Clear/Partly Cloudy,0.274167,0.5075,174,3040,3214,Very High,Q1 (Jan-Mar)
2012-01-14,Spring,1,Jan,0,Sat,0,Clear/Partly Cloudy,0.18,0.4575,333,2160,2493,Very High,Q1 (Jan-Mar)
2012-01-15,Spring,1,Jan,0,Sun,0,Clear/Partly Cloudy,0.166667,0.419167,284,2027,2311,Very High,Q1 (Jan-Mar)
2012-01-16,Spring,1,Jan,1,Mon,0,Clear/Partly Cloudy,0.19,0.5225,217,2081,2298,Very High,Q1 (Jan-Mar)
2012-01-17,Spring,1,Jan,0,Tue,1,Misty/Cloudy,0.373043,0.716087,127,2808,2935,Very High,Q1 (Jan-Mar)
2012-01-18,Spring,1,Jan,0,Wed,1,Clear/Partly Cloudy,0.303333,0.443333,109,3267,3376,Very High,Q1 (Jan-Mar)
